mutant_name,aa_count,start_pos,end_pos,avg_plddt,avg_iptm,avg_atom_count
mil12_alphahelix_14-25aa_30_7,21,147,167,60.2063949,0.818,157
mil12_alphahelix_14-25aa_50_1,15,147,161,75.519424,0.842,125
mil12_alphahelix_14-25aa_3_6,25,147,171,82.56012871,0.85,202
mil12_alphahelix_14-25aa_18_10,25,147,171,65.14681,0.822,200
mil12_alphahelix_14-25aa_36_7,19,147,165,86.46183432,0.846,169
mil12_alphahelix_14-25aa_41_10,23,147,169,80.86268235,0.844,170
mil12_alphahelix_14-25aa_46_7,25,147,171,41.78601136,0.81,176
mil12_alphahelix_14-25aa_21_9,24,147,170,65.9815,0.812,192
mil12_alphahelix_14-25aa_15_10,17,147,163,85.90433557,0.85,149
mil12_alphahelix_14-25aa_45_10,21,147,167,66.05707784,0.824,167
mil12_alphahelix_14-25aa_11_9,25,147,171,69.23065306,0.814,196
mil12_alphahelix_14-25aa_18_7,25,147,171,67.63526633,0.81,199
mil12_alphahelix_14-25aa_11_3,25,147,171,71.64240404,0.814,198
mil12_alphahelix_14-25aa_9_2,22,147,168,60.87918072,0.81,166
mil12_alphahelix_14-25aa_12_1,22,147,168,78.42975691,0.84,181
mil12_alphahelix_14-25aa_24_9,24,147,170,73.42882902,0.82,193
mil12_alphahelix_14-25aa_30_3,21,147,167,53.42422785,0.81,158
mil12_alphahelix_14-25aa_22_3,17,147,163,83.34676259,0.85,139
mil12_alphahelix_14-25aa_23_5,25,147,171,82.19762319,0.84,207
mil12_alphahelix_14-25aa_11_2,25,147,171,77.08839594,0.83,197
mil12_alphahelix_14-25aa_2_1,22,147,168,72.75706145,0.83,179
mil12_alphahelix_14-25aa_33_10,23,147,169,79.77855435,0.82,184
mil12_alphahelix_14-25aa_35_6,19,147,165,73.98431056,0.84,161
mil12_alphahelix_14-25aa_4_7,22,147,168,67.19319767,0.82,172
mil12_alphahelix_14-25aa_6_1,23,147,169,81.13203175,0.84,189
mil12_alphahelix_14-25aa_5_6,15,147,161,67.13104478,0.84,134
mil12_alphahelix_14-25aa_2_6,22,147,168,70.54937778,0.836,180
mil12_alphahelix_14-25aa_43_7,21,147,167,84.68828409,0.85,176
mil12_alphahelix_14-25aa_40_4,15,147,161,58.2510678,0.838,118
mil12_alphahelix_14-25aa_2_4,22,147,168,77.69788827,0.84,179
mil12_alphahelix_14-25aa_42_5,16,147,162,72.38591935,0.824,124
mil12_alphahelix_14-25aa_31_6,21,147,167,78.73274854,0.84,171
mil12_alphahelix_14-25aa_3_1,25,147,171,78.93842424,0.852,198
mil12_alphahelix_14-25aa_19_10,20,147,166,83.65764198,0.85,162
mil12_alphahelix_14-25aa_40_5,15,147,161,59.78679675,0.84,123
mil12_alphahelix_14-25aa_24_5,24,147,170,76.52196809,0.82,188
mil12_alphahelix_14-25aa_21_4,24,147,170,65.72136458,0.814,192
mil12_alphahelix_14-25aa_37_7,25,147,171,67.91466019,0.81,206
mil12_alphahelix_14-25aa_32_1,24,147,170,75.52010363,0.838,193
mil12_alphahelix_14-25aa_47_10,20,147,166,83.99466667,0.848,162
mil12_alphahelix_14-25aa_41_2,23,147,169,83.12915254,0.85,177
mil12_alphahelix_14-25aa_50_7,15,147,161,81.16882813,0.85,128
mil12_alphahelix_14-25aa_12_6,22,147,168,76.04470175,0.826,171
mil12_alphahelix_14-25aa_8_1,25,147,171,52.10180105,0.8,191
mil12_alphahelix_14-25aa_9_10,22,147,168,61.2544023,0.812,174
mil12_alphahelix_14-25aa_31_1,21,147,167,78.57184884,0.842,172
mil12_alphahelix_14-25aa_1_2,15,147,161,77.92747967,0.85,123
mil12_alphahelix_14-25aa_33_8,23,147,169,58.62213131,0.818,198
mil12_alphahelix_14-25aa_8_8,25,147,171,57.45615094,0.808,212
mil12_alphahelix_14-25aa_2_7,22,147,168,71.66157143,0.83,182
mil12_alphahelix_14-25aa_17_6,17,147,163,82.94483333,0.85,144
mil12_alphahelix_14-25aa_38_9,19,147,165,87.02479042,0.848,167
mil12_alphahelix_14-25aa_39_5,25,147,171,80.81025381,0.85,197
mil12_alphahelix_14-25aa_47_9,20,147,166,84.31208805,0.84,159
mil12_alphahelix_14-25aa_49_2,14,147,160,74.11872072,0.83,111
mil12_alphahelix_14-25aa_2_9,22,147,168,72.79626667,0.832,180
mil12_alphahelix_14-25aa_9_1,22,147,168,61.32053714,0.812,175
mil12_alphahelix_14-25aa_38_5,19,147,165,86.08923171,0.85,164
mil12_alphahelix_14-25aa_20_3,14,147,160,68.49870968,0.84,124
mil12_alphahelix_14-25aa_26_3,21,147,167,88.6603027,0.856,185
mil12_alphahelix_14-25aa_17_9,17,147,163,82.02817647,0.852,136
mil12_alphahelix_14-25aa_16_3,17,147,163,53.34653731,0.81,134
mil12_alphahelix_14-25aa_10_9,23,147,169,71.35231183,0.824,186
mil12_alphahelix_14-25aa_41_4,23,147,169,70.15655682,0.822,176
mil12_alphahelix_14-25aa_15_2,17,147,163,86.13323288,0.846,146
mil12_alphahelix_14-25aa_5_4,15,147,161,70.45572581,0.846,124
mil12_alphahelix_14-25aa_18_2,25,147,171,64.81766834,0.816,199
mil12_alphahelix_14-25aa_32_9,24,147,170,69.8442449,0.83,196
mil12_alphahelix_14-25aa_27_5,25,147,171,52.64706667,0.81,210
mil12_alphahelix_14-25aa_16_2,17,147,163,51.8701295,0.81,139
mil12_alphahelix_14-25aa_44_1,15,147,161,68.23157724,0.842,123
mil12_alphahelix_14-25aa_22_5,17,147,163,76.68748529,0.84,136
mil12_alphahelix_14-25aa_45_4,21,147,167,67.53060976,0.82,164
mil12_alphahelix_14-25aa_28_4,15,147,161,63.29114063,0.84,128
mil12_alphahelix_14-25aa_17_2,17,147,163,85.56591837,0.85,147
mil12_alphahelix_14-25aa_24_8,24,147,170,77.64555914,0.816,186
mil12_alphahelix_14-25aa_50_5,15,147,161,74.2529375,0.848,128
mil12_alphahelix_14-25aa_33_3,23,147,169,58.06881053,0.812,190
mil12_alphahelix_14-25aa_15_9,17,147,163,85.73631944,0.85,144
mil12_alphahelix_14-25aa_31_2,21,147,167,81.24283529,0.848,170
mil12_alphahelix_14-25aa_9_4,22,147,168,60.01152663,0.808,169
mil12_alphahelix_14-25aa_47_6,20,147,166,87.88801212,0.85,165
mil12_alphahelix_14-25aa_47_5,20,147,166,86.3213913,0.85,161
mil12_alphahelix_14-25aa_6_8,23,147,169,75.45244324,0.83,185
mil12_alphahelix_14-25aa_29_4,19,147,165,51.42410323,0.81,155
mil12_alphahelix_14-25aa_7_9,25,147,171,72.37477,0.84,200
mil12_alphahelix_14-25aa_21_7,24,147,170,63.79862376,0.812,202
mil12_alphahelix_14-25aa_10_7,23,147,169,75.46551087,0.828,184
mil12_alphahelix_14-25aa_26_6,21,147,167,89.75766102,0.856,177
mil12_alphahelix_14-25aa_13_9,24,147,170,67.81451064,0.806,188
mil12_alphahelix_14-25aa_34_9,16,147,162,70.75316438,0.848,146
mil12_alphahelix_14-25aa_6_3,23,147,169,81.02583158,0.838,190
mil12_alphahelix_14-25aa_2_10,22,147,168,72.33061111,0.838,180
mil12_alphahelix_14-25aa_14_7,19,147,165,84.98081437,0.84,167
mil12_alphahelix_14-25aa_32_7,24,147,170,75.76507921,0.83,202
mil12_alphahelix_14-25aa_42_10,16,147,162,68.93238462,0.84,130
mil12_alphahelix_14-25aa_6_2,23,147,169,73.55292386,0.824,197
mil12_alphahelix_14-25aa_22_10,17,147,163,78.04814706,0.844,136
mil12_alphahelix_14-25aa_6_5,23,147,169,75.55934759,0.83,187
mil12_alphahelix_14-25aa_13_7,24,147,170,71.13507853,0.828,191
mil12_alphahelix_14-25aa_21_1,24,147,170,63.74296907,0.814,194
mil12_alphahelix_14-25aa_14_10,19,147,165,85.38204908,0.85,163
mil12_alphahelix_14-25aa_19_1,20,147,166,83.62675776,0.85,161
mil12_alphahelix_14-25aa_37_4,25,147,171,65.75091371,0.818,197
mil12_alphahelix_14-25aa_20_6,14,147,160,66.24103226,0.846,124
mil12_alphahelix_14-25aa_11_7,25,147,171,73.5180199,0.82,201
mil12_alphahelix_14-25aa_5_3,15,147,161,72.70564516,0.848,124
mil12_alphahelix_14-25aa_48_4,18,147,164,75.2831039,0.832,154
mil12_alphahelix_14-25aa_46_8,25,147,171,37.5980117,0.806,171
mil12_alphahelix_14-25aa_32_4,24,147,170,58.93910417,0.806,192
mil12_alphahelix_14-25aa_19_4,20,147,166,83.07754878,0.85,164
mil12_alphahelix_14-25aa_31_3,21,147,167,81.09898837,0.848,172
mil12_alphahelix_14-25aa_26_2,21,147,167,86.31646409,0.858,181
mil12_alphahelix_14-25aa_6_10,23,147,169,77.10306806,0.828,191
mil12_alphahelix_14-25aa_5_2,15,147,161,60.76114504,0.82,131
mil12_alphahelix_14-25aa_15_5,17,147,163,86.00377622,0.85,143
mil12_alphahelix_14-25aa_47_3,20,147,166,86.61509639,0.85,166
mil12_alphahelix_14-25aa_45_1,21,147,167,67.72370552,0.818,163
mil12_alphahelix_14-25aa_19_7,20,147,166,81.04398742,0.842,159
mil12_alphahelix_14-25aa_45_9,21,147,167,56.76740244,0.814,164
mil12_alphahelix_14-25aa_17_1,17,147,163,83.38854545,0.85,143
mil12_alphahelix_14-25aa_42_2,16,147,162,66.86001639,0.818,122
mil12_alphahelix_14-25aa_29_10,19,147,165,68.77610127,0.82,158
mil12_alphahelix_14-25aa_4_6,22,147,168,67.63712,0.828,175
mil12_alphahelix_14-25aa_3_9,25,147,171,78.53732995,0.848,197
mil12_alphahelix_14-25aa_15_1,17,147,163,86.86573239,0.85,142
mil12_alphahelix_14-25aa_23_2,25,147,171,83.9380796,0.848,201
mil12_alphahelix_14-25aa_29_1,19,147,165,52.44360248,0.812,161
mil12_alphahelix_14-25aa_49_3,14,147,160,66.1112973,0.82,111
mil12_alphahelix_14-25aa_15_3,17,147,163,86.50290411,0.85,146
mil12_alphahelix_14-25aa_13_6,24,147,170,66.25969892,0.81,186
mil12_alphahelix_14-25aa_26_5,21,147,167,88.51230435,0.85,184
mil12_alphahelix_14-25aa_35_5,19,147,165,71.09783673,0.84,147
